课程ID,编号,任课单位,分组编号,课程,课程性质,教室,上课时间,周次,学分,理论学时,实验学时,实践,总学时,教师,计划人数,已选人数,余容,优选专业,锁定,校区,课程类别,课程体系,排课类别,单列实验
813383938133440386618552893060368661981290620558886467058199695486689772,300315058,人文学院,口语Ⅳ102,口语Ⅳ,必修,10-A219,"4-1,4-2",1-11,2,22,8,0,32,Pierre,70,39,31,英语201902,否,雅安,-,基础课,混教,否
860266378133440397269509813383938602407786024077893033768199293481331063,300311122,马克思主义学院,中国近现代史纲要420202008110103,中国近现代史纲要,必修,10-B202,"2-3,2-4",1-18,2.5,36,0,0,40,马国华,180,149,31,"水电202001,水电202002,水电202003,水电202004,水电202005",否,雅安,-,公共课,混教,否
860266378661855281990254906711989067503886024077813450438668257289959711,300311831,食品学院,包装材料学4182019_1,包装材料学,必修,10-A31710-A317,"3-1,3-2(双)5-5,5-6",1-14,4,40,20,0,64,吴贺君,70,39,31,"包装201901,包装201902",否,雅安,-,专业基础课,混教,否
813383938199025497269509866825728661981288641455893747968937283688646705,300311980,理学院,概率论与数理统计B419201908090503,概率论与数理统计B,必修,10-A30410-A102,"3-5,3-65-1,5-2",1-15,4,58,0,0,64,宋燕林,180,149,31,"物联网201901,物联网201902,物联网201903,物联网201904",否,雅安,-,基础课,混教,否
886507559067365897269509819942148930337681992934866877928996328186033787,300312248,机电学院,农业机械学41720180823020402,农业机械学,必修,10-A20910-A211,"2-1,2-2(双)4-3,4-4",1-14,4,42,18,0,64,吴维雄,91,61,30,"农机(职)201804,农机(职)201805",否,雅安,-,专业课,混教,否
972136198199025489307956886507559067503890675038813431738930139686681192,300311747,人文学院,统计学429201912020603,统计学,必修,10-B20110-B201,"1-3,1-45-5,5-6(双)",1-15,3.5,44,6,0,56,李崇梅,180,150,30,"人力201901,人力201902,人力201903,人力201904",否,雅安,-,专业基础课,混教,否
893060368930795681334403893060368995971197210899899597118133513388657505,300311114,信息工程学院,C语言程序设计420202008110103,C语言程序设计,推荐选修课,10-A103,"5-5,5-6",1-18,4,36,24,0,64,危疆树,180,150,30,"水电202001,水电202002,水电202003,水电202004,水电202005",否,雅安,-,推荐选修课,混教,否
906711988602210786022107819942148864145588646705880023749062469886687792,300310982,人文学院,写作Ⅱ42920200501010101,写作Ⅱ,必修,10-B210,"5-1,5-2",1-15,2.5,30,6,0,40,吴坤湖,145,115,30,"汉语202001,汉语202002,汉语202003",否,雅安,-,专业基础课,混教,否
899679718930795681334403886507558602407786025327886528558996328197213619,300312543,生命科学学院,基因工程416201807100103,基因工程,推荐选修课,10-A209,"3-1,3-2",1-16,3,32,12,0,48,李成磊,97,67,30,"生物201801,生物201802,生物201803,生物201804,生物201805",否,雅安,-,推荐选修课,混教,否
906711989067365886022107819942148930337689966021906750389721361981996954,300316135,体育学院,单项体育（体育保健Ⅰ）选102,单项体育（体育保健Ⅰ）,公共选修课,7-220,"3-5,3-6",10-17,1,16,0,0,16,卢晓斌,30,0,30,全校,否,雅安,人文社科类, ,选课,否
819942148930795697269509819942148199759489966021886542058930603688000914,300316638,体育学院,单项体育（体育保健Ⅰ）选101,单项体育（体育保健Ⅰ）,公共选修课,7-220,"3-5,3-6",2-9,1,16,0,0,16,卢晓斌,30,0,30,全校,否,雅安,人文社科类, ,选课,否
893060368199025481990254906711988602407781342383906279388668257290626018,300316639,体育学院,单项体育（啦啦操）选101,单项体育（啦啦操）,公共选修课,体育馆,"1-5,1-6",2-9,1,16,0,0,16,王燕5,30,0,30,全校,否,雅安,人文社科类, ,选课,否
866825728602210781334403893060368995971186030567866864128133912389959711,300316641,体育学院,单项体育（攀岩）选104,单项体育（攀岩）,公共选修课,体育馆攀岩场地,"3-7,3-8",10-17,1,16,0,0,16,肖竹丁,30,0,30,全校,否,雅安,人文社科类, ,选课,否
906711989726950989307956886507558930337686686412899660218865750589960541,300316642,体育学院,单项体育（攀岩）选103,单项体育（攀岩）,公共选修课,体育馆攀岩场地,"1-5,1-6",10-17,1,16,0,0,16,肖竹丁,30,0,30,全校,否,雅安,人文社科类, ,选课,否
906711988602210781334403972136199721089989370776819982949721506981994214,300316643,体育学院,单项体育（攀岩）选102,单项体育（攀岩）,公共选修课,体育馆攀岩场地,"3-7,3-8",2-9,1,16,0,0,16,肖竹丁,30,0,30,全校,否,雅安,人文社科类, ,选课,否
866825728864670597269509886507558930337688654205899660218996328186021947,300316644,体育学院,单项体育（攀岩）选101,单项体育（攀岩）,公共选修课,体育馆攀岩场地,"1-5,1-6",2-9,1,16,0,0,16,肖竹丁,30,0,30,全校,否,雅安,人文社科类, ,选课,否
860266378661855281334403866825728133513386030567906279388602194789308156,300316645,体育学院,单项体育（器械健身）选101,单项体育（器械健身）,公共选修课,体育馆器械健身房,"4-3,4-4",2-9,1,16,0,0,16,杨虎,30,0,30,全校,否,雅安,人文社科类, ,选课,否
886507558602210786618552819942148930337686030567813423838602194789966021,300316646,体育学院,单项体育（器械健身）选102,单项体育（器械健身）,公共选修课,体育馆器械健身房,"1-3,1-4",2-9,1,16,0,0,16,杨虎,30,0,30,全校,否,雅安,人文社科类, ,选课,否
886507558995180186022107819942149067503888654205899660218668383286037817,300316647,体育学院,单项体育（山地户外运动安全技能）选101,单项体育（山地户外运动安全技能）,公共选修课,1校区运动场,"5-5,5-6",2-9,1,16,0,0,16,翟亮,30,0,30,全校,否,雅安,人文社科类, ,选课,否
819942149726950988646705906711988602407790627938899660218930139697282079,300316649,体育学院,单项体育（足球）选101,单项体育（足球）,公共选修课,2校区运动场07,"3-3,3-4",2-9,1,16,0,0,16,万忠玉,30,0,30,全校,否,雅安,人文社科类, ,选课,否
972136198930795686618552886507558602407786686412893707768996465188646705,300316650,体育学院,单项体育（跆拳道）选101,单项体育（跆拳道）,公共选修课,体育馆羽毛球场01,"4-3,4-4",10-17,1,16,0,0,16,李仕刚,30,0,30,全校,否,雅安,人文社科类, ,选课,否
972136198602210786022107972136198199759497211849886542058134705386619812,300316651,体育学院,单项体育（散打）选101,单项体育（散打）,公共选修课,体育馆,"5-5,5-6",2-9,1,16,0,0,16,李仕刚,30,0,30,全校,否,雅安,人文社科类, ,选课,否
899679718602210781990254893060368133513389370776813423838199695497212289,300316652,体育学院,单项体育（台球）选102,单项体育（台球）,公共选修课,体育馆台球室,"5-5,5-6",2-9,1,16,0,0,16,王晖,30,0,30,全校,否,雅安,人文社科类, ,选课,否
819942148864670589951801866825728661981281998294893707768865285586026637,300316653,体育学院,单项体育（台球）选103,单项体育（台球）,公共选修课,体育馆台球室,"4-3,4-4",2-9,1,16,0,0,16,王晖,30,0,30,全校,否,雅安,人文社科类, ,选课,否
972136198995180189307956899679718133513388654205886542059062055897215069,300316654,体育学院,单项体育（台球）选101,单项体育（台球）,公共选修课,体育馆台球室,"2-5,2-6",2-9,1,16,0,0,16,王晖,30,0,30,全校,否,雅安,人文社科类, ,选课,否
866825728133440389951801972136198995971188654205972118498199695481996954,300316655,体育学院,单项体育（羽毛球）选105,单项体育（羽毛球）,公共选修课,体育馆羽毛球场02,"1-5,1-6",10-17,1,16,0,0,16,赵枢,30,0,30,全校,否,雅安,人文社科类, ,选课,否
893060369726950988646705813383938133513388654205906279388602925788654205,300316656,体育学院,单项体育（羽毛球）选104,单项体育（羽毛球）,公共选修课,体育馆羽毛球场02,"2-3,2-4",10-17,1,16,0,0,16,赵枢,30,0,30,全校,否,雅安,人文社科类, ,选课,否
860266378133440381334403866825728133513389966021906279388602925789377416,300316657,体育学院,单项体育（羽毛球）选103,单项体育（羽毛球）,公共选修课,体育馆羽毛球场02,"2-3,2-4",2-9,1,16,0,0,16,赵枢,30,0,30,全校,否,雅安,人文社科类, ,选课,否
886507558602210786618552819942148199759486030567813423839062055890624698,300316658,体育学院,单项体育（羽毛球）选101,单项体育（羽毛球）,公共选修课,体育馆羽毛球场01,"1-5,1-6",2-9,1,16,0,0,16,刘仁健,30,0,30,全校,否,雅安,人文社科类, ,选课,否
866825728864670586618552893060368133513388654205893707768865285589910731,300316659,体育学院,单项体育（形体）选101,单项体育（形体）,公共选修课,体育馆女子健身房01,"4-3,4-4",2-9,1,16,0,0,16,刘仁健,30,0,30,全校,否,雅安,人文社科类, ,选课,否
886507559067365886022107906711988199759481998294819969548133513381999634,300316517,人文学院,英语词汇与语法101,英语词汇与语法,必修,10-A707,"1-1,1-2",1-14,2,28,0,0,32,李尊帅,106,77,29,"英语202001,英语202002",否,雅安,-,专业基础课,混教,否
819942148199025481334403899679718133513390676478906205588865750581347053,300312545,生命科学学院,普通生态学41620180710010302,普通生态学,必修,1-21110-A708,"2-3,2-4(双)3-3,3-4",1-15,4,44,16,0,64,解萌,76,47,29,"生物201804,生物201805",否,雅安,-,专业基础课,混教,否
866825728995180190673658860266378930337686025327893081568602532781995674,300312524,生命科学学院,生物制药学41620180830010102,生物制药学,必修,10-A42110-B401,"1-9,1-104-5,4-6(单)",1-14,4,40,20,0,64,曹晓涵,77,48,29,"生工201804,生工201805",否,雅安,-,专业课,混教,否
886507559726950989951801906711989721089997212289866864128864880588656905,300312628,体育学院,武术42320180402010203,武术,必修,体育馆体育馆,"3-7,3-85-1,5-2",1-18,4.5,72,0,0,72,李仕刚,45,16,29,体育教育201803,否,雅安,-,专业课,混教,否
899679718602210789951801906711988661981281992934866864128996797189307956,300312630,体育学院,游泳Ⅲ42320180402010203,游泳Ⅲ,必修,2校区游泳池01,"3-3,3-4",11-18,1,16,0,0,16,王晖,45,16,29,体育教育201803,否,雅安,-,专业课,混教,否
813383938930795689307956899679718864145586024077893774168668575290673658,300311750,人文学院,劳动经济学4292019_1,劳动经济学,推荐选修课,10-A41910-A309,"1-9,1-102-9,2-10(双)",1-17,3.5,50,0,0,56,陈昱晓,78,49,29,"文化201901,文化201902,文化201903",否,雅安,-,推荐选修课,混教,否
899679718661855281990254899679718133513389303376880009148865285597210899,300311851,食品学院,实验设计与统计分析4182019_1,实验设计与统计分析,推荐选修课,10-A312,"2-9,2-10",1-14,2,28,0,0,32,曾珍,131,102,29,"食工201901,食工201902,食工201903,食工201904,食工201905,食工201906",否,雅安,-,推荐选修课,混教,否
813383938133440388646705886507559067503881331063813383938199293489306036,300312323,生命科学学院,生物制药学4152018_1,生物制药学,推荐选修课,10-A31710-A707,"3-5,3-64-5,4-6(双)",1-14,4,40,20,0,64,曹晓涵,70,41,29,"化学201801,化学201802,化学201803,化学201804",否,雅安,-,推荐选修课,混教,否
906711989726950997269509972136198602407789959711893747968996465188000914,300311958,信息工程学院,Web技术419201908090102,Web技术,推荐选修课,10-A608,"3-5,3-6",1-17,3.5,34,18,0,56,李志勇,123,94,29,"计算机(职)201901,计算机(职)201902,计算机(职)201903",否,雅安,-,推荐选修课,混教,否
866825728199025490673658899679718133513381997594972806298603378788658255,300311889,马克思主义学院,马克思主义基本原理概论420201908110103,马克思主义基本原理概论,必修,10-B401,"4-9,4-10",1-18,2.5,36,0,0,40,曾丽,174,146,28,"水电201901,水电201902,水电201903,水电201904,水电201905,水电201906",否,雅安,-,公共课,混教,否
899679719067365897269509813383939067503890673658866904329721923997219239,300310977,艺术与传媒学院,大众传播学4292020_1,大众传播学,推荐选修课,10-A412,"3-7,3-8",1-18,2.5,36,0,0,40,朱彬,92,64,28,"汉语202001,汉语202002,汉语202003",否,雅安,-,推荐选修课,混教,否
906711988133440386022107906711988661981281990254860344978603449789959711,300310991,理学院,线性代数429202012020603,线性代数,必修,10-B211,"5-5,5-6",1-14,2,28,0,0,32,程莉,149,121,28,"人力202001,人力202002,人力202003",否,雅安,-,基础课,混教,否
906711988661855286618552893060368133513388646705893774168865555589959711,300310771,理学院,概率论与数理统计B417202008070202,概率论与数理统计B,必修,10-B21110-A302,"1-5,1-65-1,5-2",1-15,4,58,0,0,64,刘汉葱,149,121,28,"电子202001,电子202002,电子202003,电子202004",否,雅安,-,基础课,混教,否
819942148995180181990254886507559067503886025327906279388800237481343173,300312697,艺术与传媒学院,版式设计4302018_1,版式设计,推荐选修课,10-A412,"4-9,4-10",1-6,3,12,36,0,48,李雨柯,92,64,28,"广告学201801,广告学201802,广告学201803,广告学201804",否,雅安,-,推荐选修课,混教,否
813383938199025486618552899679718133513390627938886528558199759486689772,300316518,人文学院,英语词汇与语法102,英语词汇与语法,必修,10-A609,"3-7,3-8",1-14,2,28,0,0,32,李尊帅,106,78,28,"英语202003,英语202004",否,雅安,-,专业基础课,混教,否
819942148199025486618552906711988199759490627938860292578199293497216459,300316525,人文学院,听力Ⅱ转专业补1,听力Ⅱ,必修,10-A517,"2-1,2-2",1-14,2,28,0,0,32,杨柳,40,13,27,英语201804转专业补,否,雅安,-,基础课,选课,否
813383938930795688646705972136198199759490676478972192399726950986686412,300312706,艺术与传媒学院,网页设计430201813050202,网页设计,必修,10-A401,"2-5,2-6",1-8,4.5,16,56,0,72,尚婧,180,153,27,"视觉201801,视觉201802,视觉201803,视觉201804",否,雅安,-,专业课,混教,否
906711988661855286022107906711988864145589304616893707768937283689959711,300312681,信息工程学院,算法分析与设计41920180809010102,算法分析与设计,必修,10-A309,"4-3,4-4",1-18,4,36,24,0,64,李志勇,95,68,27,"计算机201805,计算机201806",否,雅安,-,专业课,混教,否
866825729067365888646705886507559721089988648805893707769062469886025327,300312682,信息工程学院,微机原理与接口技术41920180809010102,微机原理与接口技术,必修,10-A707,"1-5,1-6",1-15,3,30,14,0,48,王蓝菁,106,79,27,"计算机201805,计算机201806",否,雅安,-,专业课,混教,否
813383938930795681990254886507559721089988652855893079568865690597282079,300315089,人文学院,英语阅读Ⅳ104,英语阅读Ⅳ,必修,10-B505,"1-1,1-2",1-14,2.5,28,8,0,40,张的妮,50,23,27,英语201904,否,雅安,-,基础课,混教,否
866825729726950986618552893060368864145586024077860253278995180186026637,300311203,马克思主义学院,形势与政策Ⅱ4192020_1,形势与政策Ⅱ,必修,10-B201,"4-5,4-6","11,13,15,17",.5,8,0,0,8,王中成,243,216,27,"计算机(职)202001,计算机(职)202002,计算机202001,计算机202002,计算机202003,计算机202004",否,雅安,-,公共课,混教,否
886507558930795689951801813383938930337689303376906764789721361997213619,300311233,艺术与传媒学院,设计色彩B430202013050202,设计色彩B,必修,10-B203,"2-5,2-6",1-4,5,8,72,0,80,黄光强,180,153,27,"视觉202001,视觉202002,视觉202003,视觉202004",否,雅安,-,基础课,混教,否
906711989067365886618552860266378995971186024077886507558865285586029257,300311355,法学院,公共政策概论42220190301010101,公共政策概论,推荐选修课,10-A20110-A304,"1-3,1-44-7,4-8(单)",1-17,3.5,50,0,0,56,宁娜,180,154,26,"法学201903,法学201904,法学201901,法学201902",否,雅安,-,推荐选修课,混教,否
899679718864670597269509893060369067503897212289906711988602532781995674,300312324,理学院,复变函数与积分变换4152018_1,复变函数与积分变换,必修,1-510,"2-3,2-4",1-14,2,28,0,0,32,彭杰,96,70,26,"信科201801,信科201802,信科201803",否,雅安,-,专业课,混教,否
860266378133440386022107893060368930337689307956886555558937479681996954,300310795,水利水电学院,土壤学与农作学4172020_1,土壤学与农作学,推荐选修课,10-A311,"4-5,4-6",1-14,2.5,28,8,0,40,康银红,91,65,26,"农机202001,农机202002,农机202003",否,雅安,-,推荐选修课,混教,否
972136198864670586022107860266378995971188652855906736588996465188652855,300315055,机电学院,数字电子技术101,数字电子技术,推荐选修课,10-A208,"5-3,5-4",1-15,3,30,14,0,48,陈松柏,146,120,26,"电子(职)201901,农机(职)201901,农机(职)201902,农机201901,农机201902",否,雅安,-,推荐选修课,混教,否
860266378133440390673658813383939067503881347053893079569062793889301396,300315064,人文学院,基础英语Ⅳ104,基础英语Ⅳ,必修,10-A50410-A515,"2-3,2-43-1,3-2",1-9,3,36,8,0,48,张梅,49,23,26,英语201904,否,雅安,-,专业基础课,混教,否
866825728661855281990254899679718995971186685752866185528133839390676478,300315032,人文学院,基础英语Ⅱ104,基础英语Ⅱ,必修,10-A509,"3-1,3-2",1-18,3,36,8,0,48,李蓉,64,38,26,英语202004,否,雅安,-,专业基础课,混教,否
819942149726950990673658906711989067503897216459893079568864880589370776,300315026,人文学院,高级英语Ⅱ102,高级英语Ⅱ,必修,10-A50610-A506,"3-5,3-6(双)5-5,5-6",1-15,3,44,0,0,48,张谢,60,34,26,英语201802,否,雅安,-,专业基础课,混教,否
899679719067365889951801972136198133513381995674899107319062793897269509,300314960,体育学院,排球101,排球,推荐选修课,2校区排球场2校区排球场,"3-1,3-24-7,4-8",1-16,4,64,0,0,64,牛鹏飞,45,19,26,休闲体育201901,否,雅安,-,推荐选修课,混教,否
972136198930795688646705886507558864145589301396813463138668641281335133,300314961,体育学院,球类运动Ⅲ101,球类运动Ⅲ,必修,2校区运动场,"3-7,3-8",1-12,1.5,24,0,0,24,潘雪婷,45,19,26,休闲体育201901,否,雅安,-,专业课,混教,否
899679718930795681990254906711988930337688657505899107319721184989304616,300314962,体育学院,游泳与水上运动Ⅱ101,游泳与水上运动Ⅱ,必修,2校区游泳池02,"1-3,1-4",7-18,1.5,24,0,0,24,王晖,45,19,26,休闲体育201901,否,雅安,-,专业课,混教,否
906711988930795688646705819942149067503889960541866864128937479686030567,300312696,信息工程学院,信息资源组织与管理419201812010204,信息资源组织与管理,推荐选修课,10-A209,"3-9,3-10",1-16,3,32,12,0,48,郭艳,97,71,26,"信息201801,信息201802,信息201803",否,雅安,-,推荐选修课,混教,否
886507558199025497269509813383938930337697212289819969548133839386029257,300312535,生命科学学院,生物制品学41620180710020202,生物制品学,必修,10-A417,"1-7,1-8",1-13,2.5,26,12,0,40,曹晓涵,78,52,26,"生技201804,生技201805",否,雅安,-,专业课,混教,否
893060368661855288646705819942148995971190676478906205588996797181346313,300312539,生命科学学院,普通生态学41620180710010301,普通生态学,必修,10-A31010-A210,"1-9,1-102-1,2-2(单)",1-15,4,44,16,0,64,解萌,94,68,26,"生物201801,生物201802,生物201803",否,雅安,-,专业基础课,混教,否
860266378133440389951801972136198995971188654205972122898199421481990254,300316230,机电学院,材料力学A101,材料力学A,必修,10-A41110-A608,"1-7,1-84-7,4-8(单)",1-16,4.5,48,18,0,72,代建武,101,75,26,"水电201901,水电201902,水电201903",否,雅安,-,基础课,混教,否
860266378864670597269509819942148133513386686412819929348996816186021947,300316284,体育学院,运动技术专项Ⅲ篮球02,运动技术专项Ⅲ,必修,2校区塑胶篮球场2校区塑胶篮球场,"3-5,3-65-3,5-4",1-14,3.5,56,0,0,56,李凯丰,45,20,25,全校,否,雅安,-,专业课,选课,否
893060368199025486022107866825728661981286686412813310638996816190676478,300316282,体育学院,运动技术专项Ⅲ篮球01,运动技术专项Ⅲ,必修,2校区塑胶篮球场2校区塑胶篮球场,"4-5,4-65-1,5-2",1-14,3.5,56,0,0,56,李凯丰,45,20,25,全校,否,雅安,-,专业课,选课,否
906711988995180181990254860266378602407788654205860253278669043281990254,300316290,体育学院,运动技术专项Ⅲ武术,运动技术专项Ⅲ,必修,体育馆体育馆,"3-5,3-64-5,4-6",1-14,3.5,56,0,0,56,余威,45,20,25,全校,否,雅安, ,专业课,选课,否
813383938930795686618552899679718602407788652855860378178134317386685752,300315775,理学院,大学物理D101,大学物理D,必修,10-A410,"3-5,3-6",1-14,3,28,16,0,48,殷鹏飞,115,90,25,"农机(职)202001,农机(职)202002,农机(职)202003",否,雅安,-,基础课,混教,否
819942148864670588646705899679718661981289370776866864128133513390623378,300316617,体育学院,运动技术专项Ⅰ武术,运动技术专项Ⅰ,必修,体育馆体育馆,"1-5,1-65-5,5-6",1-14,3.5,56,0,0,56,余威,45,20,25,全校,否,雅安,-,专业课,选课,否
899679719067365886618552899679718995971186030567906279389067647889951801,300316620,体育学院,运动技术专项Ⅰ排球,运动技术专项Ⅰ,必修,2校区排球场2校区排球场,"1-5,1-64-5,4-6",1-14,3.5,56,0,0,56,李琳琳,45,20,25,全校,否,雅安,-,专业课,选课,否
813383939726950990673658893060368930337686686412813423838930461686683832,300316624,体育学院,运动技术专项Ⅰ户外运动,运动技术专项Ⅰ,必修,1校区运动场1校区运动场,"4-5,4-65-5,5-6",1-14,3.5,56,0,0,56,肖竹丁,45,20,25,全校,否,雅安,-,专业课,选课,否
860266378864670586618552819942148864145581995674893046169721184997269509,300314260,人文学院,大学英语AⅡ104,大学英语AⅡ,必修,10-B20810-A304,"2-1,2-25-5,5-6(双)",3-17,4,42,16,0,64,戢焕奇,168,143,25,"能动202001,能动202002,能动202003,能动202004,能动202005",否,雅安,-,公共课,混教,否
893060368133440386618552866825728661981286619812972695099067503897210899,300311011,马克思主义学院,中国近现代史纲要429202005020105,中国近现代史纲要,必修,1-301,"1-7,1-8",1-18,2.5,36,0,0,40,赵海伦,180,155,25,"英语202001,英语202002,英语202003,英语202004",否,雅安,-,公共课,混教,否
860266378930795681990254813383938602407781997594813351338602194781999634,300311147,体育学院,运动生理学423202004020102,运动生理学,必修,10-A208,"3-9,3-10",1-18,3,36,8,0,48,卢晓斌,146,121,25,"体育教育202001,体育教育202002,体育教育202003,体育教育202004",否,雅安,-,基础课,混教,否
866825729067365886618552906711989721089988641455866897728668641286021947,300311864,食品学院,食品工程原理41820190827020402,食品工程原理,必修,10-A40410-A417,"1-5,1-6(单)4-5,4-6",1-16,4,48,10,0,64,罗明,78,53,25,"食质201904,食质201905",否,雅安,-,专业基础课,混教,否
860266378133440389951801899679719721089986024077972806298937077690624698,300311868,食品学院,食品营养学41820190827020402,食品营养学,必修,10-A419,"4-7,4-8",1-14,2.5,28,10,0,40,刘韫滔,78,53,25,"食质201904,食质201905",否,雅安,-,专业基础课,混教,否
813383939726950986618552866825728199759488641455893081568199293490671198,300311523,理学院,概率论与数理统计B4172019_1,概率论与数理统计B,必修,10-B20810-B403,"3-5,3-64-7,4-8",1-15,4,58,0,0,64,刘汉葱,168,143,25,"农机(职)201901,农机(职)201902,农机201901,农机201902",否,雅安,-,基础课,混教,否
899679718864670589307956819942149721089988641455860266378603378789960541,300311382,法学院,行政法422201903020103,行政法,必修,10-A40210-B213,"2-3,2-43-3,3-4(单)",1-15,3,44,0,0,48,耿鹏飞,129,104,25,"政治学201901,政治学201902,政治学201903",否,雅安,-,专业基础课,混教,否
819942148199025497269509860266378133513390675038866897729067503881342383,300311816,生命科学学院,动物生物学41620190710020202,动物生物学,必修,10-A41910-A211,"1-1,1-2(双)5-1,5-2",1-17,5,50,24,0,80,温安祥,78,53,25,"生技201904,生技201905",否,雅安,-,专业基础课,混教,否
906711988602210786618552866825728199759489959711899613918668383286685752,300311745,人文学院,劳动经济学42920191202060301,劳动经济学,必修,10-B40310-A304,"2-3,2-45-5,5-6(单)",1-17,3.5,50,0,0,56,岳龙华,174,150,24,"人力201901,人力201902,人力201903,人力201904",否,雅安,-,专业基础课,混教,否
819942148864670581990254972136199067503890675038906279389726950989301396,300311604,理学院,大学物理A415201907010202,大学物理A,必修,10-A20810-A204,"1-5,1-65-1,5-2",1-15,6,58,32,0,96,冯兴,146,122,24,"信科201901,信科201902,信科201903,信科201904,信科201905",否,雅安,-,基础课,混教,否
899679718133440390673658819942148602407797210899899605418668383297269509,300311240,艺术与传媒学院,设计色彩B430202013050803,设计色彩B,必修,1-107,"2-1,2-2",1-4,5,8,72,0,80,冯先强,140,116,24,"数字媒体202001,数字媒体202002,数字媒体202003",否,雅安,-,基础课,混教,否
906711988930795689951801866825729721089997210899906260188668641286030567,300311966,理学院,概率论与数理统计B41920190809010101,概率论与数理统计B,必修,1-40510-A212,"3-1,3-25-5,5-6",1-15,4,58,0,0,64,张雪蓉,139,115,24,"计算机201901,计算机201902,计算机201903,计算机201904",否,雅安,-,基础课,混教,否
899679718133440389307956972136198199759489959711893747968800091486021947,300311984,信息工程学院,数据库原理与应用B41920190809050301,数据库原理与应用B,必修,10-A104,"4-1,4-2",1-16,3,32,12,0,48,刘丽萍,180,156,24,"物联网201901,物联网201902,物联网201903,物联网201904",否,雅安,-,专业课,混教,否
906711989067365886022107866825728133513386025327886414559067647889967971,300312123,法学院,外国法制史42220180301010101,外国法制史,必修,1-2091-604,"1-5,1-63-5,3-6(单)",1-15,3,44,0,0,48,龙庆兰,140,116,24,"法学201801,法学201802,法学201803",否,雅安,-,专业基础课,混教,否
860266378995180181334403899679718995971186618552906233788669043297219239,300310797,马克思主义学院,中国近现代史纲要4172020_1,中国近现代史纲要,必修,10-B208,"5-1,5-2",1-18,2.5,36,0,0,40,尹君,168,144,24,"农机(职)202001,农机(职)202002,农机202001,农机202002,农机202003",否,雅安,-,公共课,混教,否
813383938995180189307956886507558995971186022107813431738996139188646705,300310770,人文学院,大学英语AⅡ417202008070202,大学英语AⅡ,必修,10-B21010-A303,"1-7,1-83-1,3-2(双)",3-17,4,42,16,0,64,罗敏,145,121,24,"电子202001,电子202002,电子202003,电子202004",否,雅安,-,公共课,混教,否
899679719726950989951801813383938864145588646705886542058937077686034497,300310669,法学院,社会心理学42220200302010301,社会心理学,推荐选修课,10-A30410-B211,"2-1,2-24-1,4-2(单)",1-15,3,44,0,0,48,陈焱,149,125,24,"政治学202001,政治学202002,政治学202003",否,雅安,-,推荐选修课,混教,否
860266378995180181990254819942149067365881994214819982948996054189308156,300303625,艺术与传媒学院,无,计算机辅助设计AⅠ,推荐选修课,10-B302,"6-9,6-10",1-12,3,0,48,0,48,白雪,57,33,24,广告学202002,否,雅安, ,推荐选修课,实验,是
972136198864670597269509813383939067503881347053886467058199829489959711,300315061,人文学院,基础英语Ⅳ103,基础英语Ⅳ,必修,10-B50910-A506,"2-3,2-45-1,5-2",1-9,3,36,8,0,48,翟永丽,60,36,24,英语201903,否,雅安,-,专业基础课,混教,否
866825728199025481990254893060368602407797216459886467058865690586681192,300315087,人文学院,英语阅读Ⅳ103,英语阅读Ⅳ,必修,10-A504,"4-5,4-6",1-14,2.5,28,8,0,40,张的妮,60,36,24,英语201903,否,雅安,-,基础课,混教,否
866825729726950986022107866825728864145586025327972164598133912386022107,300312540,生命科学学院,普通遗传学41620180710010301,普通遗传学,必修,10-A311,"3-7,3-8",1-18,4,36,24,0,64,陈洋尔,91,67,24,"生物201801,生物201802,生物201803",否,雅安,-,专业基础课,混教,否
819942148133440386022107813383938864145586687792866857529721506997282079,300312549,食品学院,包装工艺学4182018_1,包装工艺学,必修,10-A40810-A408,"1-7,1-8(单)3-5,3-6",1-14,4,40,20,0,64,吴贺君,55,31,24,包装201801,否,雅安,-,专业课,混教,否
866825728661855286022107819942148133513389960541886528558930603689951801,300312530,生命科学学院,动物细胞培养41620180710020202,动物细胞培养,必修,1-606,"5-1,5-2",1-6,2,12,20,0,32,孟风艳,76,52,24,"生技201804,生技201805",否,雅安,-,专业课,混教,否
906711988864670589307956972136198661981297211849886542058199759488000914,300316618,体育学院,运动技术专项Ⅰ网球,运动技术专项Ⅰ,必修,2校区塑胶网球场2校区塑胶网球场,"1-5,1-64-5,4-6",1-14,3.5,56,0,0,56,连虎虎,45,21,24,全校,否,雅安,-,专业课,选课,否
886507558133440390673658819942149721089989370776886542058199293489967971,300316623,体育学院,运动技术专项Ⅰ健美操,运动技术专项Ⅰ,必修,体育馆女子健身房03体育馆女子健身房03,"1-5,1-64-5,4-6",1-14,3.5,56,0,0,56,赵亚茹,45,22,23,全校,否,雅安,-,专业课,选课,否
972136198864670597269509866825728864145586030567819956748668257281347053,300316435,水利水电学院,锅炉原理102,锅炉原理,必修,10-A417,"3-1,3-2",1-18,3,36,8,0,48,李智达,78,55,23,"能源201804,能源201805",否,雅安,-,专业课,混教,否
906711989726950986022107906711988133513389308156886467058668383290627938,300315046,人文学院,听力Ⅱ102,听力Ⅱ,必修,10-A504,"1-5,1-6",1-14,2,28,0,0,32,樊莉,60,37,23,英语202002,否,雅安,-,基础课,混教,否
